restaurant_name,review_id,review_text,review_rating,review_timestamp,reviewer_id,reviewer_total_reviews,reviewer_is_local_guide
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT21OT1ExVnBkREpJZFdOSE1saHVObFo1VG5wWlRVRRAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-04-21T13:51:07.332Z,user_81710,24,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT25wM1FWRXdRalo2VldGWFFXVXlSRkJQZFhOSGIwRRAB,"Vị ăn tạm ổn, không có gì quá xuất sắc nhưng sạch sẽ. Sẽ quay lại nếu có dịp đi cùng gia đình.",5,2026-04-21T13:49:50.691Z,user_86290,54,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2t0blJrRlBRa2g2YkVGU00zbzBhWG8wY0dvNE9IYxAB,"Nước lẩu đậm đà hợp vị mình, đồ nhúng tươi ngon sạch sẽ. Giá cả có hơi cao một chút nhưng xứng đáng chất lượng.",5,2026-04-21T13:46:36.707Z,user_15534,35,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT25OR01tSkxUVXREVW1KSFgyVklWbTU2VUhGaVYzYxAB,"Nhân viên nhiệt tình, đồ ngon, quán màu sắc đẹp mắt",5,2026-04-21T13:44:34.306Z,user_62276,15,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tONFZEUnRlRVZEVkMwNGRtaFVUR1I2TW1GcmVtYxAB,"Ồn quá, hôm qua mình đi 6 người mà quán rõ đông, ồn ào. Đồ ăn lên lâu nhưng ngon. Bạn nhân viên trông hộ trẻ em để nhà mình dùng bữa. Nói chung là được, sau vẫn quay lại.",5,2026-04-21T13:44:12.036Z,user_85387,45,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2taU1JURlFabW8wTTNWMGIzQnhiazlrWkdsVE4wRRAB,"Nhân viên nhiệt tình, decor đồ đẹp mắt, đồ lên nhanh",5,2026-04-21T13:39:28.424Z,user_83222,42,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT25OQlVGbEJaRXhwTWpWa05ERTVSVnBoY1dvdE1YYxAB,"Nhân viên nhiệt tình , đồ ăn ngon , không gian thoáng mát. Mọi người nên đến thử.",5,2026-04-21T13:38:50.052Z,user_16099,28,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2pOSFl6STNjbDlUTjNKRlEzaFZWVk0wUm5KV2VGRRAB,"Quán ăn bé, đông, bù lại đồ ăn ngon nhưng lên món hơi lâu. Nhân viên phục vụ nhiệt tình, có lời hỏi han.",5,2026-04-21T13:38:48.610Z,user_clone_98710,1,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2twVGRsOVlUMTkyT1RacVZFTmxTV2x5ZW5GMldVRRAB,"Quá chậm, quên món của khách, nhà vệ sinh hôi bẩn",1,2026-04-21T10:30:58.550Z,user_57113,44,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2xScVFuQjZObTQzUzBsNk9WOUtZWFpTYzFCNFdrRRAB,"Lên món lâu, đợi hơn 40 phút, nhân viên thái độ",1,2026-04-21T10:29:17.024Z,user_52588,38,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2paaVRUTkdhV2xOUWpJNGFsZDJSSGxyV0RCeWRuYxAB,"Thái độ nhân viên, lên món lâu",1,2026-04-21T10:27:17.146Z,user_77455,57,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2pGYVF5MXpiWFJETFRsUU9VcGhiRFk1T1VSRU1FRRAB,"Món ăn rất ngon ạ, shop đóng gói kỹ càng, anh shipper thân thiện giao nhanh, nên mua nha mọi người.",5,2026-04-14T11:51:02.084Z,user_clone_67402,1,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tsb2J6VjZUbkJzVEdSUlJFTXpiRzlHT1RWeVZHYxAB,"Ngon nha trời. Đồ ngon nhất là dimsum thì mải ăn quên không chụp =)))))))))
Đồ ăn ngon. Nhân dimsum bên trong mềm, thơm
Lườn vịt cũng mềm nhưng sốt kh đặc sắc lắm (hnhu là sốt mận)
Phở xào cũng ngon nha. 1 đĩa to, nhìu
Mình coi thấy xung quanh mng đều gọi 2-3 món lận thì có vẻ món gì cũng vừa miệng",5,2026-04-04T17:45:08.966Z,user_34141,90,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tGeU5XeHVNMk5RYUc5WU5USTFPVTExT0dkdVJsRRAB,"đồ ăn lên lâu , giá cao ( 1 cốc nước chanh 43k ) , đồ ăn nhạt ( mì vằn thán thì nhạt , mì trộn sa tế thì ko cay , cũng nhàn nhạt phải cho thêm sa tế mới đỡ), khu vệ sinh bừa bộn , nhân viên ko niềm nở, nhiệt tình , menu ko rõ ràng khẩu phần , khẩu phần món há cảo , bánh bao kim sa ít",2,2026-03-17T15:31:29.718Z,user_44561,50,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2pkdlNYSTFWRTlFUWtoSlVURk5lVUpKY0ROTFVVRRAB,"đồ ăn oke, dịch vụ tạm ổn nhưng quán quá ồn ào",4,2026-03-11T12:45:36.772Z,user_65686,67,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2xNMVYyUkpVakI2ZWtWc1FWaEZWbEJUVkdKc2NtYxAB,"đồ ăn ngon, giá cả vừa phải, phù hợp với gia đình và nhóm nhỏ.",5,2026-03-07T05:32:15.343Z,user_clone_73094,2,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2xCSlZUTTJVVTFmY0hZM00wTmxWRzFaUVhwSVVFRRAB,"Được 2 món này với gà ăn ok, còn các loại khác bị tanh 🫠 Cháo sườn hơi ngọt",3,2026-02-14T01:32:08.862Z,user_34668,87,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tGdFJUVmZkMWsxTVRKMVR6bHRTbU5EVjJoUldsRRAB,"Nước chấm hơi ngọt quá không hợp gu người Bắc lắm. Thịt nướng thơm, mềm, đóng gói cẩn thận.",5,2026-01-07T09:38:46.964Z,user_47585,120,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT25WUlV6WlZVMkoxUm5Ka05WUjRYMDlrYjJZM1EyYxAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-01-04T14:41:18.085Z,user_58778,19,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2poaWNVeFJRWEpFZG1KSlJGZEZTMWs0VVZaa1RuYxAB,"Quán ăn ngon, đóng gói sạch sẽ cẩn thận, shipper giao nhanh, mọi người nên mua nha!!",5,2025-12-26T03:46:59.534Z,user_clone_62675,1,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT205MGVETkJlbkZ6YTJsZlRVMVpiVFl5Wm14NkxWRRAB,"Đồ ăn ngon, nhân viên phục vụ chu đáo nhiệt tình. Điểm trừ là cuối tuần hơi đông nên phải chờ bàn hơi lâu.",5,2025-11-30T02:01:12.291Z,user_96637,86,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tNMGFURnlkVXRCYVUxM2EyVmlSVXhLUjBOTE1VRRAB,Quán ổn sạch sẽ nhưng hơi nhỏ. Đồ ăn bình thường. Mấy món thịt giá hơi đắt. Dimsum bánh bao ăn ổn,4,2025-11-27T07:59:15.255Z,user_87912,88,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tSbk0yZDZVbTF0UjBwQ2VsWXdWRUYyZERKWU1YYxAB,"Đồ ăn ngon dễ ăn. Mọi người nên gọi bánh bao kim sa hoặc bánh bao trứng muối nếu thích bánh bao. Mấy món há cảo nhân cũng nhiều. Quán sạch sẽ, ngồi gần cửa sổ kính check in sẽ đẹp hơn. Giá mình thấy bthg. Muốn rẻ thì gọi há cảo dimsum bánh bao ạ. Mấy món thịt giá hơi đắt mà cũng k quá nhiều ấy",4,2025-11-26T15:56:11.698Z,user_47063,37,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2taV1RXNW1hRkZQWW5Kdk4ydEJRbVZ1VEU4M05uYxAB,Siu oki,5,2025-11-21T16:32:08.643Z,user_16559,69,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2pGck1FdFFWa3hZTWtSWmVVVnJhR1U0U0ZBeVZHYxAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",3,2025-11-19T08:24:52.407Z,user_56215,72,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2kxeldrVkJaSEphYjI1b05HVkxVMmxrTkVkWlUyYxAB,Tập buổi chiều có ánh nắng nhẹ đẹp lắm.,5,2025-11-08T13:25:38.082Z,user_clone_89844,2,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2swMFkwVmlTMGgyZVdrdGEyZ3hORTVXU0ZaMFprRRAB,"Mình là ng hay đi ăn Haochi ở nhiều cơ sở rồi. Cũng có đến đây vài lần nhưng mà hnay đến thì hơi thất vọng.
- đồ ăn: thì cũng na ná các cơ sở khác, k có quá gì nổi bật vì cùng công thức
- dịch vụ: mình thấy hơi thất vọng, mình là khách quen mà áp dụng chương trình rất máy móc, k linh hoạt. Nói chung là k biết nhìn khách loyal với khách vãng lai. Mà đặc biệt là k có chỗ đỗ xe, lang thang bữa ăn mất toi 50k gửi xe ô tô
- không khí: quán bí, ồn, nchung là chán.
2 sao cho quán. Hi vọng trong tương lai sẽ cải thiện",2,2025-11-08T11:57:16.869Z,user_31522,26,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT21acVJIVnJVelpOVWt0R04zUllUMFpPY2tNMldVRRAB,"Không gian quán rộng rãi thoáng mát, view chụp ảnh khá đẹp. Món ăn lên nhanh nhưng sườn hơi dai một tí.",4,2025-11-05T13:12:16.062Z,user_23297,53,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tzdFRYRk9lRVZyVlVKbFJtTlZVekpOTm5aRVJVRRAB,Trời lạnh thích hợp ăn há cảo .Trưa này tôi ghé ăn lần đầu .Theo ý của mình thì tôi thích nhất là bánh bao kim sa và tiểu long bảo.Tổ ông bò cũng đáng để thử .Đánh giá 8/10.Lần sau sẽ ghé   lại ăn canh gà,4,2025-10-24T07:48:51.514Z,user_71784,6,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2t0ek1HNHhka0pzWVhGb1RsVTFZMjE0ZG5ZMFRsRRAB,"Đồ ăn trung bình so với các hàng đồ Tàu mình từng ăn, đánh giá tầm 7 điểm.",4,2025-10-19T10:16:52.301Z,user_40910,80,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2twVFRubFJaMU5yTUVFNVYzbGZXVFpGWmxCMVZVRRAB,"Ăn đúng hôm vịt bị hôi nhưng nhà hàng có đề nghị làm lại hoặc đổi món, món ăn ko quá đa dạng nhưng vừa miệng ăn đổi bữa cũng đc",4,2025-10-16T16:27:46.118Z,user_27618,32,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tSb2VXbGZlamxGY1VWdlRtZzRWblV4VWkxc2NsRRAB,"Ăn ngon, không gian yên tĩnh",5,2025-10-15T06:22:05.165Z,user_71372,22,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2pkbU5WTnJVRlp4Ukd4V1JuSjFTVGxNVVdobFUwRRAB,"Chi nhánh tệ nhất từng ăn, chợt nhận ra là dimsum của hãng này toàn đông lạnh rồi mang ra hấp cho khách. Tôm chiên hoàng kim được mấy con ngập dầu, nhạt toẹt giá 214k :)) may vớt lại dc bát cơm chiên hải sản. Quán tối, bụi, ẩm thấp, có mùi. Kbh quay lại.",1,2025-10-14T12:09:18.415Z,user_44129,44,1
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tveWJFUlVVMEpYVm5GMGVEUmlSVVpMV1hCRVVuYxAB,"Đồ ăn ngon, chế biến đều tay, qua ăn mấy lần đều ổn.
Hợp cho cả ng già, vì mềm dễ ăn nhưng ng trẻ ăn vẫn ngon.
Giá cả hợp lý",4,2025-10-12T03:24:20.211Z,user_30909,41,0
Haochi Dimsum Taipei,Ci9DQUlRQUNvZENodHljRjlvT2tocFgzSjBZVlJvWTJGbWNsZFBUblkxYkVORGVWRRAB,"chuyên đồ dimsum Đài Loan, món ăn tươi mới, hợp khẩu vị",5,2025-10-10T04:32:58.604Z,user_30644,72,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT21kaFZUZG5Namh5YzNOQlJHSlVNWFZtWm1wSVFVRRAB,"Nước chấm hơi ngọt quá không hợp gu người Bắc lắm. Thịt nướng thơm, mềm, đóng gói cẩn thận.",5,2026-06-03T08:39:49.465Z,user_18707,93,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25SaFNWRjRaRVV0YkMxT2JtaHBWbHBCU0hwS2NrRRAB,"Món ăn rất ngon ạ, shop đóng gói kỹ càng, anh shipper thân thiện giao nhanh, nên mua nha mọi người.",5,2026-06-03T06:07:04.761Z,user_clone_65411,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2pselRVSTFaR1F5YTNORWFWbFlWMFV6VkV4aFpGRRAB,Ok,5,2026-06-02T11:35:35.849Z,user_89751,56,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2pWcWJWOTVSV2t0YWxSTFFrbEJaMXB1V25jMFdrRRAB,"Đồ ăn ngon, nhân viên phục vụ chu đáo nhiệt tình. Điểm trừ là cuối tuần hơi đông nên phải chờ bàn hơi lâu.",5,2026-06-02T06:27:20.912Z,user_70165,113,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2paMk0zRXdhM2x3VWxscUxWZzRhVWRaTlVwM1luYxAB,"Đồ ăn ngon tuyệt vời, đóng gói cẩn thận sạch sẽ, giao hàng siêu nhanh luôn á, sẽ ủng hộ tiếp.",5,2026-06-01T15:03:09.294Z,user_clone_36583,2,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tsRlkxSjZhMDUyU25Ga1NGVktaakJxUzFReFUzYxAB,"Nước chấm hơi ngọt quá không hợp gu người Bắc lắm. Thịt nướng thơm, mềm, đóng gói cẩn thận.",5,2026-06-01T15:03:03.441Z,user_87281,22,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25CWlJEUmlaR1ZKZGxGelYwVkZOR2szVm1vellWRRAB,"Đồ ăn ngon, nhân viên phục vụ chu đáo nhiệt tình. Điểm trừ là cuối tuần hơi đông nên phải chờ bàn hơi lâu.",5,2026-06-01T15:03:02.920Z,user_63191,34,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2s1cWJtOW1iVkpIYUhWemRreG1jazFQTVhGSU5XYxAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-06-01T15:00:00.570Z,user_66156,115,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2pnM2NGbDBhMmhTYjBKbmNXUjBYelZWVVhKelQwRRAB,Ngon,5,2026-06-01T14:59:07.073Z,user_clone_13851,2,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tOb09HUlRkMlppUW1SbmMyZEJXRVp0UjA1RlQwRRAB,Ngon mỗi tội nhanh hết đồ quá,5,2026-06-01T14:55:40.402Z,user_clone_16385,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25SMWJFSmZWa0ZvWmtWSFNsSkphVmc1TURKb1NHYxAB,"Đồ ăn : không có sự cân bằng, đồ ăn buffet 249k sườn các thứ khô khốc . Không có bất cứ một tý rau , salad nào … gọi salad ngoài đồng giá 99k kể cả Green salad ?  Salad tôm, salad thịt hun khói cũng giá 99k

Nhân viên phục vụ thì siêu chậm, gọi nước thì quên , mãi mới lên ,  gọi một số món thêm trong menu buffet thì phải gọi 6-7 lần … hơn 30-40 phút.

Thấy vọng",1,2026-06-01T13:58:26.796Z,user_61137,25,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tOTVdEQk9PVUpTYTFWb2MxcFNiVVJyZHpCaFoyYxAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-06-01T13:12:25.811Z,user_16339,40,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2xjMk16UlZTMFp1ZEdOdlVuUXpkVFZ6Ylc5bWJtYxAB,"không gian sạch sẽ ấm cúng, đồ ăn oke khả năng lần sau mình sẽ quay lại nha mn",5,2026-06-01T12:41:43.980Z,user_92556,39,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2xkdlFXZEZUa1pyV21wclgyTnNWbmhtWDFRdE5WRRAB,"Đồ ăn ngon tuyệt vời, đóng gói cẩn thận sạch sẽ, giao hàng siêu nhanh luôn á, sẽ ủng hộ tiếp.",5,2026-06-01T12:41:19.273Z,user_clone_18962,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2xKSGNVNDRXVTR5YjIxRFRVbHJRekJEWVZwNU4yYxAB,"Không gian quán rộng rãi thoáng mát, view chụp ảnh khá đẹp. Món ăn lên nhanh nhưng sườn hơi dai một tí.",5,2026-06-01T12:37:08.302Z,user_19855,51,1
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT21aR2NtTXRaRFZMTlVsWFgxSkJRMnh3VGtobFFVRRAB,"Sườn sốt hơi ngọt, nên gọi thêm salad. 1/6 lễ nên khá đông khách",5,2026-06-01T12:36:38.108Z,user_69929,12,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2pWa01qZFVObUpWY2t0MVVYRlVka014VFRoeGJYYxAB,"Đồ ăn siêu lâu, gọi buffet sườn 249 , đưa ra đc 1 lượt, mỗi lượt gọi thêm đồ chờ 30p k mang ra, giục 5 lần nhân viên cũng k thấy mang đồ ra, ngồi từ 18h đến 19:30 cẫn chưa có pizza và mì ý, được 1 khay sườn và 1 lần sườn thêm, rất khó chịu khi giục nv quá nhiều",2,2026-06-01T12:31:19.651Z,user_88769,61,1
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25neVkyVjNSVjlpYld4U1EyRmhlRVZrVFdkak5rRRAB,"Quán ăn ngon, đóng gói sạch sẽ cẩn thận, shipper giao nhanh, mọi người nên mua nha!!",5,2026-06-01T05:30:54.804Z,user_clone_46962,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2pGRldVZFBRMDFJYlZkSVduWmxkemxZTURWS1gzYxAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-05-31T14:54:25.229Z,user_46642,8,1
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25SbVNVUkphakJmYlVka1ZXbEViV2xOUjFWSmVIYxAB,"Giao hàng nhanh shipper thân thiện, đồ ăn ngon rẻ sạch sẽ đóng gói kỹ, nên mua nha cả nhà!",5,2026-05-31T14:13:29.832Z,user_clone_31775,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2xCaFpWcEdUVTFCWjJKRVpEUTRaakU0U3pGSWEyYxAB,Ngol quá trờiiiiuu,5,2026-05-31T14:13:13.753Z,user_68037,52,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25wclQyTXhWVzFwUzNOeVRWcGhMVXcxYld0RU4zYxAB,"Đồ ăn ngon, các b phục vụ tốt",5,2026-05-31T12:25:33.085Z,user_clone_79332,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT205NE1WbFpNamx1UjFkVWJITk9PVnAzUzNGSVRFRRAB,"Nước chấm hơi ngọt quá không hợp gu người Bắc lắm. Thịt nướng thơm, mềm, đóng gói cẩn thận.",5,2026-05-31T05:58:17.089Z,user_88585,84,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT200dFRESnJUbEE0TFdab1drcHJlVTVDYkhaQ1NFRRAB,Ngon ok,5,2026-05-31T04:41:17.395Z,user_18045,24,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2psUmNFRXdiMGR5YzFscVFqUjNORVJKUVdoR2VsRRAB,"Đồ ăn ngon, nhân viên phục vụ chu đáo nhiệt tình. Điểm trừ là cuối tuần hơi đông nên phải chờ bàn hơi lâu.",5,2026-05-30T13:20:12.562Z,user_14561,70,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tOTU9HaEtWSFl4VDE5ZlFsaEROMFZpYlhVNGVVRRAB,"Quán ăn ngon, đóng gói sạch sẽ cẩn thận, shipper giao nhanh, mọi người nên mua nha!!",5,2026-05-30T13:20:09.357Z,user_clone_94599,2,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2w5V2VreElRbGhEWm1FdGVVRTVNamgyZW5aNWVtYxAB,"Nước chấm hơi ngọt quá không hợp gu người Bắc lắm. Thịt nướng thơm, mềm, đóng gói cẩn thận.",5,2026-05-30T12:34:38.639Z,user_83933,10,1
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25nNU1rcFliek00YTJOQ1YyYzJhMmRRTjBsVFlWRRAB,"Đồ ăn ngon tuyệt vời, đóng gói cẩn thận sạch sẽ, giao hàng siêu nhanh luôn á, sẽ ủng hộ tiếp.",5,2026-05-30T12:32:46.663Z,user_clone_38712,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT21OUlkycFpSa1U0VDJnM1ZVaExSWGRNUVVGVmRYYxAB,"Nước lẩu đậm đà hợp vị mình, đồ nhúng tươi ngon sạch sẽ. Giá cả có hơi cao một chút nhưng xứng đáng chất lượng.",5,2026-05-30T09:54:10.628Z,user_59663,41,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tkeFltRnZiVWxpV2pjelUyRlZaRlYzT0dOcU4xRRAB,"Quán ăn ngon, đóng gói sạch sẽ cẩn thận, shipper giao nhanh, mọi người nên mua nha!!",5,2026-05-30T05:24:02.692Z,user_clone_30523,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2xOYWNtMTRiM0JSUWxack5sRnpPR051Y2s5WFIwRRAB,"Không gian quán rộng rãi thoáng mát, view chụp ảnh khá đẹp. Món ăn lên nhanh nhưng sườn hơi dai một tí.",5,2026-05-30T05:23:52.351Z,user_76216,41,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT205d1dYZERVRkZvYjNob1FtaHBVRjh4YlVkWWRWRRAB,Trải nghiệm tốt,5,2026-05-30T05:20:53.142Z,user_clone_99328,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25SV1RIYzFjMEpNTVdJMmFtYzVhMlZQUm1oWVowRRAB,"Sườn ngon , pizza tuyệt vời",5,2026-05-30T05:20:21.660Z,user_clone_17086,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tkMlkwVmZTekpGUjFWWVRsSmZlSGx5VVU5S2IyYxAB,Quán ăn ngon,5,2026-05-30T05:19:30.749Z,user_clone_44983,2,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT214d1dqWmZRVVF6VldRd09YZFFTVlJyUzNWaGNrRRAB,"quán quá ngon , nhân viên nhiệt tình",5,2026-05-30T05:18:45.588Z,user_clone_82438,2,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tkUVNIVlFhV2h3VFdGR1dtTndTbHBIWm1GMFFWRRAB,"Đồ ăn ngon, nhân viên phục vụ chu đáo nhiệt tình. Điểm trừ là cuối tuần hơi đông nên phải chờ bàn hơi lâu.",5,2026-05-30T05:12:16.942Z,user_67594,68,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2xOeU1GTm5TR056WkVOaWVqWkRNVFpvTm01U2FVRRAB,"Thái độ nhân viên hơi kém, gọi thêm đồ mà mãi không thấy mang lên. Được cái đồ ăn cứu vớt lại khá ngon.",4,2026-05-30T04:37:32.864Z,user_61218,41,1
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tsU1pIcG5OVGxoV0RSaFJXdHZYMjVqVUVKbFgzYxAB,"Phí tiền, sườn thì khô khốc như để cả năm giã đông, nv thì pvu chậm đủ lí do chờ nửa tiếng ko lên đồ ăn. Nói chung là ko có lần sau và bớt seeding lại 😌",1,2026-05-30T00:53:15.650Z,user_14970,93,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25ScmEzbFhjMWxGTjBGU2FtdDRTMnd5YzNCMGRrRRAB,"Đồ ăn ngon tuyệt vời, đóng gói cẩn thận sạch sẽ, giao hàng siêu nhanh luôn á, sẽ ủng hộ tiếp.",5,2026-05-29T14:04:35.113Z,user_clone_69186,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tkT1kwVmZka3RwWkZaM1IzUXdTVGREZDBKbk4yYxAB,"Món ăn rất ngon ạ, shop đóng gói kỹ càng, anh shipper thân thiện giao nhanh, nên mua nha mọi người.",5,2026-05-29T12:21:12.108Z,user_clone_28763,1,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT25sSGRIcENlbGxtU0dwMFVYVllabW80VFRaSlRtYxAB,"Sườn ngon, không gian sạch sẽ thoải mái",5,2026-05-29T06:25:09.727Z,user_26280,13,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tsaGFFaDFkbEZFZFZwWVFWQkdUV1JUYm05dlZXYxAB,"Quán quen của gia đình mình, đồ ăn ở đây lúc nào cũng giữ được phong độ. Điểm 9 cho chất lượng.",5,2026-05-29T04:23:51.862Z,user_84053,117,0
Sườn Mười - Sườn nướng BBQ,Ci9DQUlRQUNvZENodHljRjlvT2tkTVJGQllkMVZDVkU1dVRGbzFhRkozWWkxcGNFRRAB,"Nước lẩu đậm đà hợp vị mình, đồ nhúng tươi ngon sạch sẽ. Giá cả có hơi cao một chút nhưng xứng đáng chất lượng.",5,2026-05-28T14:27:51.186Z,user_21778,102,0
